input_text,label
"[GAME_STATE] time: 3:03, radiant_gold_advantage: [EVEN], radiant_xp_advantage: [EVEN] <SEP> [KILLED]  <SEP> [KILLED_BY]  <SEP> [MSG] [LIFESTEALER] same thing [DIRE] <SEP> [PREVIOUS] [DARK_WILLOW] [RADIANT]: we met a team with twice the mmr | [LIFESTEALER] [DIRE]: ) | [DISRUPTOR] [RADIANT]: faced 300 ranked guys | [MORPHLING] [RADIANT]: top 1000 | [LIFESTEALER] [DIRE]: i took 20 mins for us | [MORPHLING] [RADIANT]: WE GOT | [DISRUPTOR] [RADIANT]: us too | [LIFESTEALER] [DIRE]: we were fucked at bc | [LIFESTEALER] [DIRE]: not good | [DARK_WILLOW] [RADIANT]: so how you guys doing? | [LIFESTEALER] [DIRE]: we wont forget that | [DISRUPTOR] [RADIANT]: we have patience from zhou | [LIFESTEALER] [DIRE]: thx | [DISRUPTOR] [RADIANT]: we wait",0
"[GAME_STATE] time: 3:03, radiant_gold_advantage: [EVEN], radiant_xp_advantage: [EVEN] <SEP> [KILLED]  <SEP> [KILLED_BY]  <SEP> [MSG] [TUSK] slardar braindead :( [DIRE] <SEP> [PREVIOUS] [LIFESTEALER] [DIRE]: same thing | [DARK_WILLOW] [RADIANT]: we met a team with twice the mmr | [LIFESTEALER] [DIRE]: ) | [DISRUPTOR] [RADIANT]: faced 300 ranked guys | [MORPHLING] [RADIANT]: top 1000 | [LIFESTEALER] [DIRE]: i took 20 mins for us | [MORPHLING] [RADIANT]: WE GOT | [DISRUPTOR] [RADIANT]: us too | [LIFESTEALER] [DIRE]: we were fucked at bc | [LIFESTEALER] [DIRE]: not good | [DARK_WILLOW] [RADIANT]: so how you guys doing? | [LIFESTEALER] [DIRE]: we wont forget that | [DISRUPTOR] [RADIANT]: we have patience from zhou | [LIFESTEALER] [DIRE]: thx | [DISRUPTOR] [RADIANT]: we wait",1
"[GAME_STATE] time: 3:03, radiant_gold_advantage: [EVEN], radiant_xp_advantage: [EVEN] <SEP> [KILLED]  <SEP> [KILLED_BY]  <SEP> [MSG] [MORPHLING] AVERAGE IN ENEMY TEAM [RADIANT] <SEP> [PREVIOUS] [TUSK] [DIRE]: slardar braindead :( | [LIFESTEALER] [DIRE]: same thing | [DARK_WILLOW] [RADIANT]: we met a team with twice the mmr | [LIFESTEALER] [DIRE]: ) | [DISRUPTOR] [RADIANT]: faced 300 ranked guys | [MORPHLING] [RADIANT]: top 1000 | [LIFESTEALER] [DIRE]: i took 20 mins for us | [MORPHLING] [RADIANT]: WE GOT | [DISRUPTOR] [RADIANT]: us too | [LIFESTEALER] [DIRE]: we were fucked at bc | [LIFESTEALER] [DIRE]: not good | [DARK_WILLOW] [RADIANT]: so how you guys doing? | [LIFESTEALER] [DIRE]: we wont forget that | [DISRUPTOR] [RADIANT]: we have patience from zhou | [LIFESTEALER] [DIRE]: thx | [DISRUPTOR] [RADIANT]: we wait",0
"[GAME_STATE] time: 3:03, radiant_gold_advantage: [EVEN], radiant_xp_advantage: [EVEN] <SEP> [KILLED]  <SEP> [KILLED_BY]  <SEP> [MSG] [MORPHLING] XD [RADIANT] <SEP> [PREVIOUS] [MORPHLING] [RADIANT]: AVERAGE IN ENEMY TEAM | [TUSK] [DIRE]: slardar braindead :( | [LIFESTEALER] [DIRE]: same thing | [DARK_WILLOW] [RADIANT]: we met a team with twice the mmr | [LIFESTEALER] [DIRE]: ) | [DISRUPTOR] [RADIANT]: faced 300 ranked guys | [MORPHLING] [RADIANT]: top 1000 | [LIFESTEALER] [DIRE]: i took 20 mins for us | [MORPHLING] [RADIANT]: WE GOT | [DISRUPTOR] [RADIANT]: us too | [LIFESTEALER] [DIRE]: we were fucked at bc | [LIFESTEALER] [DIRE]: not good | [DARK_WILLOW] [RADIANT]: so how you guys doing? | [LIFESTEALER] [DIRE]: we wont forget that | [DISRUPTOR] [RADIANT]: we have patience from zhou | [LIFESTEALER] [DIRE]: thx | [DISRUPTOR] [RADIANT]: we wait",0
"[GAME_STATE] time: 3:03, radiant_gold_advantage: [EVEN], radiant_xp_advantage: [EVEN] <SEP> [KILLED]  <SEP> [KILLED_BY]  <SEP> [MSG] [TUSK] last dota game [DIRE] <SEP> [PREVIOUS] [MORPHLING] [RADIANT]: XD | [MORPHLING] [RADIANT]: AVERAGE IN ENEMY TEAM | [TUSK] [DIRE]: slardar braindead :( | [LIFESTEALER] [DIRE]: same thing | [DARK_WILLOW] [RADIANT]: we met a team with twice the mmr | [LIFESTEALER] [DIRE]: ) | [DISRUPTOR] [RADIANT]: faced 300 ranked guys | [MORPHLING] [RADIANT]: top 1000 | [LIFESTEALER] [DIRE]: i took 20 mins for us | [MORPHLING] [RADIANT]: WE GOT | [DISRUPTOR] [RADIANT]: us too | [LIFESTEALER] [DIRE]: we were fucked at bc | [LIFESTEALER] [DIRE]: not good | [DARK_WILLOW] [RADIANT]: so how you guys doing? | [LIFESTEALER] [DIRE]: we wont forget that | [DISRUPTOR] [RADIANT]: we have patience from zhou | [LIFESTEALER] [DIRE]: thx | [DISRUPTOR] [RADIANT]: we wait",0
"[GAME_STATE] time: 3:03, radiant_gold_advantage: [EVEN], radiant_xp_advantage: [EVEN] <SEP> [KILLED]  <SEP> [KILLED_BY]  <SEP> [MSG] [TUSK] let us win pls [DIRE] <SEP> [PREVIOUS] [TUSK] [DIRE]: last dota game | [MORPHLING] [RADIANT]: XD | [MORPHLING] [RADIANT]: AVERAGE IN ENEMY TEAM | [TUSK] [DIRE]: slardar braindead :( | [LIFESTEALER] [DIRE]: same thing | [DARK_WILLOW] [RADIANT]: we met a team with twice the mmr | [LIFESTEALER] [DIRE]: ) | [DISRUPTOR] [RADIANT]: faced 300 ranked guys | [MORPHLING] [RADIANT]: top 1000 | [LIFESTEALER] [DIRE]: i took 20 mins for us | [MORPHLING] [RADIANT]: WE GOT | [DISRUPTOR] [RADIANT]: us too | [LIFESTEALER] [DIRE]: we were fucked at bc | [LIFESTEALER] [DIRE]: not good | [DARK_WILLOW] [RADIANT]: so how you guys doing? | [LIFESTEALER] [DIRE]: we wont forget that | [DISRUPTOR] [RADIANT]: we have patience from zhou | [LIFESTEALER] [DIRE]: thx | [DISRUPTOR] [RADIANT]: we wait",0
"[GAME_STATE] time: 3:03, radiant_gold_advantage: [EVEN], radiant_xp_advantage: [EVEN] <SEP> [KILLED]  <SEP> [KILLED_BY]  <SEP> [MSG] [DISRUPTOR] :( [RADIANT] <SEP> [PREVIOUS] [TUSK] [DIRE]: let us win pls | [TUSK] [DIRE]: last dota game | [MORPHLING] [RADIANT]: XD | [MORPHLING] [RADIANT]: AVERAGE IN ENEMY TEAM | [TUSK] [DIRE]: slardar braindead :( | [LIFESTEALER] [DIRE]: same thing | [DARK_WILLOW] [RADIANT]: we met a team with twice the mmr | [LIFESTEALER] [DIRE]: ) | [DISRUPTOR] [RADIANT]: faced 300 ranked guys | [MORPHLING] [RADIANT]: top 1000 | [LIFESTEALER] [DIRE]: i took 20 mins for us | [MORPHLING] [RADIANT]: WE GOT | [DISRUPTOR] [RADIANT]: us too | [LIFESTEALER] [DIRE]: we were fucked at bc | [LIFESTEALER] [DIRE]: not good | [DARK_WILLOW] [RADIANT]: so how you guys doing? | [LIFESTEALER] [DIRE]: we wont forget that | [DISRUPTOR] [RADIANT]: we have patience from zhou | [LIFESTEALER] [DIRE]: thx | [DISRUPTOR] [RADIANT]: we wait",0
"[GAME_STATE] time: 3:03, radiant_gold_advantage: [EVEN], radiant_xp_advantage: [EVEN] <SEP> [KILLED]  <SEP> [KILLED_BY]  <SEP> [MSG] [MORPHLING] Im dying let us win too [RADIANT] <SEP> [PREVIOUS] [DISRUPTOR] [RADIANT]: :( | [TUSK] [DIRE]: let us win pls | [TUSK] [DIRE]: last dota game | [MORPHLING] [RADIANT]: XD | [MORPHLING] [RADIANT]: AVERAGE IN ENEMY TEAM | [TUSK] [DIRE]: slardar braindead :( | [LIFESTEALER] [DIRE]: same thing | [DARK_WILLOW] [RADIANT]: we met a team with twice the mmr | [LIFESTEALER] [DIRE]: ) | [DISRUPTOR] [RADIANT]: faced 300 ranked guys | [MORPHLING] [RADIANT]: top 1000 | [LIFESTEALER] [DIRE]: i took 20 mins for us | [MORPHLING] [RADIANT]: WE GOT | [DISRUPTOR] [RADIANT]: us too | [LIFESTEALER] [DIRE]: we were fucked at bc | [LIFESTEALER] [DIRE]: not good | [DARK_WILLOW] [RADIANT]: so how you guys doing? | [LIFESTEALER] [DIRE]: we wont forget that | [DISRUPTOR] [RADIANT]: we have patience from zhou | [LIFESTEALER] [DIRE]: thx | [DISRUPTOR] [RADIANT]: we wait",0
"[GAME_STATE] time: 3:03, radiant_gold_advantage: [EVEN], radiant_xp_advantage: [EVEN] <SEP> [KILLED]  <SEP> [KILLED_BY]  <SEP> [MSG] [LYCAN] Charity dota [RADIANT] <SEP> [PREVIOUS] [MORPHLING] [RADIANT]: Im dying let us win too | [DISRUPTOR] [RADIANT]: :( | [TUSK] [DIRE]: let us win pls | [TUSK] [DIRE]: last dota game | [MORPHLING] [RADIANT]: XD | [MORPHLING] [RADIANT]: AVERAGE IN ENEMY TEAM | [TUSK] [DIRE]: slardar braindead :( | [LIFESTEALER] [DIRE]: same thing | [DARK_WILLOW] [RADIANT]: we met a team with twice the mmr | [LIFESTEALER] [DIRE]: ) | [DISRUPTOR] [RADIANT]: faced 300 ranked guys | [MORPHLING] [RADIANT]: top 1000 | [LIFESTEALER] [DIRE]: i took 20 mins for us | [MORPHLING] [RADIANT]: WE GOT | [DISRUPTOR] [RADIANT]: us too | [LIFESTEALER] [DIRE]: we were fucked at bc | [LIFESTEALER] [DIRE]: not good | [DARK_WILLOW] [RADIANT]: so how you guys doing? | [LIFESTEALER] [DIRE]: we wont forget that | [DISRUPTOR] [RADIANT]: we have patience from zhou | [LIFESTEALER] [DIRE]: thx | [DISRUPTOR] [RADIANT]: we wait",0
"[GAME_STATE] time: 3:03, radiant_gold_advantage: [EVEN], radiant_xp_advantage: [EVEN] <SEP> [KILLED]  <SEP> [KILLED_BY]  <SEP> [MSG] [LYCAN] plz gief winb [RADIANT] <SEP> [PREVIOUS] [LYCAN] [RADIANT]: Charity dota | [MORPHLING] [RADIANT]: Im dying let us win too | [DISRUPTOR] [RADIANT]: :( | [TUSK] [DIRE]: let us win pls | [TUSK] [DIRE]: last dota game | [MORPHLING] [RADIANT]: XD | [MORPHLING] [RADIANT]: AVERAGE IN ENEMY TEAM | [TUSK] [DIRE]: slardar braindead :( | [LIFESTEALER] [DIRE]: same thing | [DARK_WILLOW] [RADIANT]: we met a team with twice the mmr | [LIFESTEALER] [DIRE]: ) | [DISRUPTOR] [RADIANT]: faced 300 ranked guys | [MORPHLING] [RADIANT]: top 1000 | [LIFESTEALER] [DIRE]: i took 20 mins for us | [MORPHLING] [RADIANT]: WE GOT | [DISRUPTOR] [RADIANT]: us too | [LIFESTEALER] [DIRE]: we were fucked at bc | [LIFESTEALER] [DIRE]: not good | [DARK_WILLOW] [RADIANT]: so how you guys doing? | [LIFESTEALER] [DIRE]: we wont forget that | [DISRUPTOR] [RADIANT]: we have patience from zhou | [LIFESTEALER] [DIRE]: thx | [DISRUPTOR] [RADIANT]: we wait",0
"[GAME_STATE] time: 3:03, radiant_gold_advantage: [EVEN], radiant_xp_advantage: [EVEN] <SEP> [KILLED]  <SEP> [KILLED_BY]  <SEP> [MSG] [TUSK] hell nah [DIRE] <SEP> [PREVIOUS] [LYCAN] [RADIANT]: plz gief winb | [LYCAN] [RADIANT]: Charity dota | [MORPHLING] [RADIANT]: Im dying let us win too | [DISRUPTOR] [RADIANT]: :( | [TUSK] [DIRE]: let us win pls | [TUSK] [DIRE]: last dota game | [MORPHLING] [RADIANT]: XD | [MORPHLING] [RADIANT]: AVERAGE IN ENEMY TEAM | [TUSK] [DIRE]: slardar braindead :( | [LIFESTEALER] [DIRE]: same thing | [DARK_WILLOW] [RADIANT]: we met a team with twice the mmr | [LIFESTEALER] [DIRE]: ) | [DISRUPTOR] [RADIANT]: faced 300 ranked guys | [MORPHLING] [RADIANT]: top 1000 | [LIFESTEALER] [DIRE]: i took 20 mins for us | [MORPHLING] [RADIANT]: WE GOT | [DISRUPTOR] [RADIANT]: us too | [LIFESTEALER] [DIRE]: we were fucked at bc | [LIFESTEALER] [DIRE]: not good | [DARK_WILLOW] [RADIANT]: so how you guys doing? | [LIFESTEALER] [DIRE]: we wont forget that | [DISRUPTOR] [RADIANT]: we have patience from zhou | [LIFESTEALER] [DIRE]: thx | [DISRUPTOR] [RADIANT]: we wait",0
"[GAME_STATE] time: 3:03, radiant_gold_advantage: [EVEN], radiant_xp_advantage: [EVEN] <SEP> [KILLED]  <SEP> [KILLED_BY]  <SEP> [MSG] [KUNKKA] we let you win next game, if you let us win this one [RADIANT] <SEP> [PREVIOUS] [TUSK] [DIRE]: hell nah | [LYCAN] [RADIANT]: plz gief winb | [LYCAN] [RADIANT]: Charity dota | [MORPHLING] [RADIANT]: Im dying let us win too | [DISRUPTOR] [RADIANT]: :( | [TUSK] [DIRE]: let us win pls | [TUSK] [DIRE]: last dota game | [MORPHLING] [RADIANT]: XD | [MORPHLING] [RADIANT]: AVERAGE IN ENEMY TEAM | [TUSK] [DIRE]: slardar braindead :( | [LIFESTEALER] [DIRE]: same thing | [DARK_WILLOW] [RADIANT]: we met a team with twice the mmr | [LIFESTEALER] [DIRE]: ) | [DISRUPTOR] [RADIANT]: faced 300 ranked guys | [MORPHLING] [RADIANT]: top 1000 | [LIFESTEALER] [DIRE]: i took 20 mins for us | [MORPHLING] [RADIANT]: WE GOT | [DISRUPTOR] [RADIANT]: us too | [LIFESTEALER] [DIRE]: we were fucked at bc | [LIFESTEALER] [DIRE]: not good | [DARK_WILLOW] [RADIANT]: so how you guys doing? | [LIFESTEALER] [DIRE]: we wont forget that | [DISRUPTOR] [RADIANT]: we have patience from zhou | [LIFESTEALER] [DIRE]: thx | [DISRUPTOR] [RADIANT]: we wait",0
"[GAME_STATE] time: 3:03, radiant_gold_advantage: [EVEN], radiant_xp_advantage: [EVEN] <SEP> [KILLED]  <SEP> [KILLED_BY]  <SEP> [MSG] [LIFESTEALER] we will without willing [DIRE] <SEP> [PREVIOUS] [KUNKKA] [RADIANT]: we let you win next game, if you let us win this one | [TUSK] [DIRE]: hell nah | [LYCAN] [RADIANT]: plz gief winb | [LYCAN] [RADIANT]: Charity dota | [MORPHLING] [RADIANT]: Im dying let us win too | [DISRUPTOR] [RADIANT]: :( | [TUSK] [DIRE]: let us win pls | [TUSK] [DIRE]: last dota game | [MORPHLING] [RADIANT]: XD | [MORPHLING] [RADIANT]: AVERAGE IN ENEMY TEAM | [TUSK] [DIRE]: slardar braindead :( | [LIFESTEALER] [DIRE]: same thing | [DARK_WILLOW] [RADIANT]: we met a team with twice the mmr | [LIFESTEALER] [DIRE]: ) | [DISRUPTOR] [RADIANT]: faced 300 ranked guys | [MORPHLING] [RADIANT]: top 1000 | [LIFESTEALER] [DIRE]: i took 20 mins for us | [MORPHLING] [RADIANT]: WE GOT | [DISRUPTOR] [RADIANT]: us too | [LIFESTEALER] [DIRE]: we were fucked at bc | [LIFESTEALER] [DIRE]: not good | [DARK_WILLOW] [RADIANT]: so how you guys doing? | [LIFESTEALER] [DIRE]: we wont forget that | [DISRUPTOR] [RADIANT]: we have patience from zhou | [LIFESTEALER] [DIRE]: thx | [DISRUPTOR] [RADIANT]: we wait",0
"[GAME_STATE] time: 3:03, radiant_gold_advantage: [EVEN], radiant_xp_advantage: [EVEN] <SEP> [KILLED]  <SEP> [KILLED_BY]  <SEP> [MSG] [MORPHLING] Win trade [RADIANT] <SEP> [PREVIOUS] [LIFESTEALER] [DIRE]: we will without willing | [KUNKKA] [RADIANT]: we let you win next game, if you let us win this one | [TUSK] [DIRE]: hell nah | [LYCAN] [RADIANT]: plz gief winb | [LYCAN] [RADIANT]: Charity dota | [MORPHLING] [RADIANT]: Im dying let us win too | [DISRUPTOR] [RADIANT]: :( | [TUSK] [DIRE]: let us win pls | [TUSK] [DIRE]: last dota game | [MORPHLING] [RADIANT]: XD | [MORPHLING] [RADIANT]: AVERAGE IN ENEMY TEAM | [TUSK] [DIRE]: slardar braindead :( | [LIFESTEALER] [DIRE]: same thing | [DARK_WILLOW] [RADIANT]: we met a team with twice the mmr | [LIFESTEALER] [DIRE]: ) | [DISRUPTOR] [RADIANT]: faced 300 ranked guys | [MORPHLING] [RADIANT]: top 1000 | [LIFESTEALER] [DIRE]: i took 20 mins for us | [MORPHLING] [RADIANT]: WE GOT | [DISRUPTOR] [RADIANT]: us too | [LIFESTEALER] [DIRE]: we were fucked at bc | [LIFESTEALER] [DIRE]: not good | [DARK_WILLOW] [RADIANT]: so how you guys doing? | [LIFESTEALER] [DIRE]: we wont forget that | [DISRUPTOR] [RADIANT]: we have patience from zhou | [LIFESTEALER] [DIRE]: thx | [DISRUPTOR] [RADIANT]: we wait",0
